ncbi_assembly_name,ncbi_genbank_assembly_accession,ncbi_bioproject,ncbi_biosample,ncbi_assembly_level,ncbi_organism_name,ncbi_refseq_category,ncbi_genome_representation,parsed_genome_accession,# assembly_accession,ftp_path,asm_name
ASM249639v1,GCA_002496395.1,PRJNA348753,SAMN06027330,Scaffold,Methanocorpusculaceae archaeon UBA456,na,full,GCA_002496395.1,GCA_002496395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/395/GCA_002496395.1_ASM249639v1,ASM249639v1
ASM249642v1,GCA_002496425.1,PRJNA348753,SAMN06027395,Scaffold,Acidilobaceae archaeon UBA162,na,full,GCA_002496425.1,GCA_002496425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/425/GCA_002496425.1_ASM249642v1,ASM249642v1
ASM249647v1,GCA_002496475.1,PRJNA348753,SAMN06027394,Scaffold,Vulcanisaeta sp. UBA163,na,full,GCA_002496475.1,GCA_002496475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/475/GCA_002496475.1_ASM249647v1,ASM249647v1
ASM249648v1,GCA_002496485.1,PRJNA348753,SAMN06027363,Scaffold,Euryarchaeota archaeon UBA36,na,full,GCA_002496485.1,GCA_002496485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/485/GCA_002496485.1_ASM249648v1,ASM249648v1
ASM249656v1,GCA_002496565.1,PRJNA348753,SAMN06027062,Scaffold,Methanosarcina sp. UBA289,na,full,GCA_002496565.1,GCA_002496565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/565/GCA_002496565.1_ASM249656v1,ASM249656v1
ASM249663v1,GCA_002496635.1,PRJNA348753,SAMN06027110,Scaffold,Euryarchaeota archaeon UBA82,na,full,GCA_002496635.1,GCA_002496635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/635/GCA_002496635.1_ASM249663v1,ASM249663v1
ASM249672v1,GCA_002496725.1,PRJNA348753,SAMN06027451,Scaffold,Euryarchaeota archaeon UBA181,na,full,GCA_002496725.1,GCA_002496725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/725/GCA_002496725.1_ASM249672v1,ASM249672v1
ASM249680v1,GCA_002496805.1,PRJNA348753,SAMN06027245,Scaffold,Methanobacterium sp. UBA353,na,full,GCA_002496805.1,GCA_002496805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/805/GCA_002496805.1_ASM249680v1,ASM249680v1
ASM249684v1,GCA_002496845.1,PRJNA348753,SAMN06027426,Scaffold,Euryarchaeota archaeon UBA495,na,full,GCA_002496845.1,GCA_002496845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/845/GCA_002496845.1_ASM249684v1,ASM249684v1
ASM249690v1,GCA_002496905.1,PRJNA348753,SAMN06027593,Scaffold,Euryarchaeota archaeon UBA105,na,full,GCA_002496905.1,GCA_002496905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/905/GCA_002496905.1_ASM249690v1,ASM249690v1
ASM249695v1,GCA_002496955.1,PRJNA348753,SAMN06027310,Scaffold,Euryarchaeota archaeon UBA128,na,full,GCA_002496955.1,GCA_002496955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/955/GCA_002496955.1_ASM249695v1,ASM249695v1
ASM249702v1,GCA_002497025.1,PRJNA348753,SAMN06027302,Scaffold,Euryarchaeota archaeon UBA126,na,full,GCA_002497025.1,GCA_002497025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/025/GCA_002497025.1_ASM249702v1,ASM249702v1
ASM249707v1,GCA_002497075.1,PRJNA348753,SAMN06027620,Scaffold,Methanomassiliicoccaceae archaeon UBA472,na,full,GCA_002497075.1,GCA_002497075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/075/GCA_002497075.1_ASM249707v1,ASM249707v1
ASM249724v1,GCA_002497245.1,PRJNA348753,SAMN06027565,Scaffold,Euryarchaeota archaeon UBA439,na,full,GCA_002497245.1,GCA_002497245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/245/GCA_002497245.1_ASM249724v1,ASM249724v1
ASM249728v1,GCA_002497285.1,PRJNA348753,SAMN06027603,Scaffold,Candidatus Pacearchaeota archaeon UBA92,na,full,GCA_002497285.1,GCA_002497285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/285/GCA_002497285.1_ASM249728v1,ASM249728v1
ASM249729v1,GCA_002497295.1,PRJNA348753,SAMN06027213,Scaffold,Euryarchaeota archaeon UBA171,na,full,GCA_002497295.1,GCA_002497295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/295/GCA_002497295.1_ASM249729v1,ASM249729v1
ASM249734v1,GCA_002497345.1,PRJNA348753,SAMN06027505,Scaffold,Thermoproteus sp. UBA157,na,full,GCA_002497345.1,GCA_002497345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/345/GCA_002497345.1_ASM249734v1,ASM249734v1
ASM249748v1,GCA_002497485.1,PRJNA348753,SAMN06027018,Scaffold,Methanoregula sp. UBA278,na,full,GCA_002497485.1,GCA_002497485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/485/GCA_002497485.1_ASM249748v1,ASM249748v1
ASM249768v1,GCA_002497685.1,PRJNA348753,SAMN06027388,Scaffold,Euryarchaeota archaeon UBA169,na,full,GCA_002497685.1,GCA_002497685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/685/GCA_002497685.1_ASM249768v1,ASM249768v1
ASM249776v1,GCA_002497765.1,PRJNA348753,SAMN06027236,Scaffold,Euryarchaeota archaeon UBA486,na,full,GCA_002497765.1,GCA_002497765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/765/GCA_002497765.1_ASM249776v1,ASM249776v1
ASM249789v1,GCA_002497895.1,PRJNA348753,SAMN06027209,Scaffold,Euryarchaeota archaeon UBA175,na,full,GCA_002497895.1,GCA_002497895.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/895/GCA_002497895.1_ASM249789v1,ASM249789v1
ASM249790v1,GCA_002497905.1,PRJNA348753,SAMN06027168,Scaffold,Euryarchaeota archaeon UBA251,na,full,GCA_002497905.1,GCA_002497905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/905/GCA_002497905.1_ASM249790v1,ASM249790v1
ASM249796v1,GCA_002497965.1,PRJNA348753,SAMN06027560,Scaffold,Methanomicrobiaceae archaeon UBA436,na,full,GCA_002497965.1,GCA_002497965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/965/GCA_002497965.1_ASM249796v1,ASM249796v1
ASM249798v1,GCA_002497985.1,PRJNA348753,SAMN06027404,Scaffold,Euryarchaeota archaeon UBA4,na,full,GCA_002497985.1,GCA_002497985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/985/GCA_002497985.1_ASM249798v1,ASM249798v1
ASM249806v1,GCA_002498065.1,PRJNA348753,SAMN06027575,Scaffold,Methanoculleus sp. UBA208,na,full,GCA_002498065.1,GCA_002498065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/065/GCA_002498065.1_ASM249806v1,ASM249806v1
ASM249812v1,GCA_002498125.1,PRJNA348753,SAMN06027228,Scaffold,Candidatus Woesearchaeota archaeon UBA525,na,full,GCA_002498125.1,GCA_002498125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/125/GCA_002498125.1_ASM249812v1,ASM249812v1
ASM249818v1,GCA_002498185.1,PRJNA348753,SAMN06027087,Scaffold,Euryarchaeota archaeon UBA10,na,full,GCA_002498185.1,GCA_002498185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/185/GCA_002498185.1_ASM249818v1,ASM249818v1
ASM249820v1,GCA_002498205.1,PRJNA348753,SAMN06027515,Scaffold,Euryarchaeota archaeon UBA596,na,full,GCA_002498205.1,GCA_002498205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/205/GCA_002498205.1_ASM249820v1,ASM249820v1
ASM249828v1,GCA_002498285.1,PRJNA348753,SAMN06027522,Scaffold,Methanomassiliicoccus sp. UBA386,na,full,GCA_002498285.1,GCA_002498285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/285/GCA_002498285.1_ASM249828v1,ASM249828v1
ASM249831v1,GCA_002498315.1,PRJNA348753,SAMN06027382,Scaffold,Methanofollis sp. UBA420,na,full,GCA_002498315.1,GCA_002498315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/315/GCA_002498315.1_ASM249831v1,ASM249831v1
ASM249836v1,GCA_002498365.1,PRJNA348753,SAMN06027383,Scaffold,Methanomassiliicoccaceae archaeon UBA421,na,full,GCA_002498365.1,GCA_002498365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/365/GCA_002498365.1_ASM249836v1,ASM249836v1
ASM249837v1,GCA_002498375.1,PRJNA348753,SAMN06027378,Scaffold,Methanocorpusculum sp. UBA424,na,full,GCA_002498375.1,GCA_002498375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/375/GCA_002498375.1_ASM249837v1,ASM249837v1
ASM249838v1,GCA_002498385.1,PRJNA348753,SAMN06027289,Scaffold,Methanobacterium sp. UBA410,na,full,GCA_002498385.1,GCA_002498385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/385/GCA_002498385.1_ASM249838v1,ASM249838v1
ASM249845v1,GCA_002498455.1,PRJNA348753,SAMN06027386,Scaffold,Euryarchaeota archaeon UBA602,na,full,GCA_002498455.1,GCA_002498455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/455/GCA_002498455.1_ASM249845v1,ASM249845v1
ASM249852v1,GCA_002498525.1,PRJNA348753,SAMN06027199,Scaffold,Euryarchaeota archaeon UBA58,na,full,GCA_002498525.1,GCA_002498525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/525/GCA_002498525.1_ASM249852v1,ASM249852v1
ASM249860v1,GCA_002498605.1,PRJNA348753,SAMN06027095,Scaffold,Methanomassiliicoccaceae archaeon UBA404,na,full,GCA_002498605.1,GCA_002498605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/605/GCA_002498605.1_ASM249860v1,ASM249860v1
ASM249872v1,GCA_002498725.1,PRJNA348753,SAMN06027182,Scaffold,Euryarchaeota archaeon UBA23,na,full,GCA_002498725.1,GCA_002498725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/725/GCA_002498725.1_ASM249872v1,ASM249872v1
ASM249884v1,GCA_002498845.1,PRJNA348753,SAMN06027607,Scaffold,Thermoplasmatales archaeon UBA509,na,full,GCA_002498845.1,GCA_002498845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/845/GCA_002498845.1_ASM249884v1,ASM249884v1
ASM249892v1,GCA_002498925.1,PRJNA348753,SAMN06027215,Scaffold,Euryarchaeota archaeon UBA173,na,full,GCA_002498925.1,GCA_002498925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/925/GCA_002498925.1_ASM249892v1,ASM249892v1
ASM249898v1,GCA_002498985.1,PRJNA348753,SAMN06027174,Scaffold,Euryarchaeota archaeon UBA257,na,full,GCA_002498985.1,GCA_002498985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/985/GCA_002498985.1_ASM249898v1,ASM249898v1
ASM249900v1,GCA_002499005.1,PRJNA348753,SAMN06027423,Contig,Thaumarchaeota archaeon UBA164,na,full,GCA_002499005.1,GCA_002499005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/005/GCA_002499005.1_ASM249900v1,ASM249900v1
ASM249901v1,GCA_002499015.1,PRJNA348753,SAMN06027633,Scaffold,Euryarchaeota archaeon UBA242,na,full,GCA_002499015.1,GCA_002499015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/015/GCA_002499015.1_ASM249901v1,ASM249901v1
ASM249908v1,GCA_002499085.1,PRJNA348753,SAMN06027069,Scaffold,Methanomassiliicoccales archaeon UBA280,na,full,GCA_002499085.1,GCA_002499085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/085/GCA_002499085.1_ASM249908v1,ASM249908v1
ASM249918v1,GCA_002499185.1,PRJNA348753,SAMN06027065,Scaffold,Candidatus Pacearchaeota archaeon UBA284,na,full,GCA_002499185.1,GCA_002499185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/185/GCA_002499185.1_ASM249918v1,ASM249918v1
ASM249919v1,GCA_002499195.1,PRJNA348753,SAMN06027147,Scaffold,Euryarchaeota archaeon UBA443,na,full,GCA_002499195.1,GCA_002499195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/195/GCA_002499195.1_ASM249919v1,ASM249919v1
ASM249932v1,GCA_002499325.1,PRJNA348753,SAMN06027059,Scaffold,Euryarchaeota archaeon UBA538,na,full,GCA_002499325.1,GCA_002499325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/325/GCA_002499325.1_ASM249932v1,ASM249932v1
ASM249934v1,GCA_002499345.1,PRJNA348753,SAMN06027212,Scaffold,Euryarchaeota archaeon UBA170,na,full,GCA_002499345.1,GCA_002499345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/345/GCA_002499345.1_ASM249934v1,ASM249934v1
ASM249940v1,GCA_002499405.1,PRJNA348753,SAMN06027323,Scaffold,Candidatus Micrarchaeota archaeon UBA95,na,full,GCA_002499405.1,GCA_002499405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/405/GCA_002499405.1_ASM249940v1,ASM249940v1
ASM249944v1,GCA_002499445.1,PRJNA348753,SAMN06027252,Scaffold,Methanosarcina sp. UBA293,na,full,GCA_002499445.1,GCA_002499445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/445/GCA_002499445.1_ASM249944v1,ASM249944v1
ASM249945v1,GCA_002499455.1,PRJNA348753,SAMN06027464,Scaffold,Methanoculleus sp. UBA77,na,full,GCA_002499455.1,GCA_002499455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/455/GCA_002499455.1_ASM249945v1,ASM249945v1
ASM249950v1,GCA_002499505.1,PRJNA348753,SAMN06027428,Scaffold,Candidatus Diapherotrites archaeon UBA493,na,full,GCA_002499505.1,GCA_002499505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/505/GCA_002499505.1_ASM249950v1,ASM249950v1
ASM249952v1,GCA_002499525.1,PRJNA348753,SAMN06027125,Scaffold,Nitrosopumilales archaeon UBA218,na,full,GCA_002499525.1,GCA_002499525.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/525/GCA_002499525.1_ASM249952v1,ASM249952v1
ASM249954v1,GCA_002499545.1,PRJNA348753,SAMN06027104,Scaffold,Euryarchaeota archaeon UBA88,na,full,GCA_002499545.1,GCA_002499545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/545/GCA_002499545.1_ASM249954v1,ASM249954v1
ASM249958v1,GCA_002499585.1,PRJNA348753,SAMN06027278,Scaffold,Euryarchaeota archaeon UBA552,na,full,GCA_002499585.1,GCA_002499585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/585/GCA_002499585.1_ASM249958v1,ASM249958v1
ASM249970v1,GCA_002499705.1,PRJNA348753,SAMN06027279,Scaffold,Euryarchaeota archaeon UBA91,na,full,GCA_002499705.1,GCA_002499705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/705/GCA_002499705.1_ASM249970v1,ASM249970v1
ASM249978v1,GCA_002499785.1,PRJNA348753,SAMN06027287,Scaffold,Euryarchaeota archaeon UBA99,na,full,GCA_002499785.1,GCA_002499785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/785/GCA_002499785.1_ASM249978v1,ASM249978v1
ASM249986v1,GCA_002499865.1,PRJNA348753,SAMN06027307,Scaffold,Euryarchaeota archaeon UBA121,na,full,GCA_002499865.1,GCA_002499865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/865/GCA_002499865.1_ASM249986v1,ASM249986v1
ASM249990v1,GCA_002499905.1,PRJNA348753,SAMN06027535,Scaffold,Methanolinea sp. UBA277,na,full,GCA_002499905.1,GCA_002499905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/905/GCA_002499905.1_ASM249990v1,ASM249990v1
ASM250160v1,GCA_002501605.1,PRJNA348753,SAMN06027186,Scaffold,Euryarchaeota archaeon UBA28,na,full,GCA_002501605.1,GCA_002501605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/605/GCA_002501605.1_ASM250160v1,ASM250160v1
ASM250165v1,GCA_002501655.1,PRJNA348753,SAMN06027359,Scaffold,Methanoculleus sp. UBA303,na,full,GCA_002501655.1,GCA_002501655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/655/GCA_002501655.1_ASM250165v1,ASM250165v1
ASM250169v1,GCA_002501695.1,PRJNA348753,SAMN06027622,Scaffold,Methanolobus sp. UBA474,na,full,GCA_002501695.1,GCA_002501695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/695/GCA_002501695.1_ASM250169v1,ASM250169v1
ASM250176v1,GCA_002501765.1,PRJNA348753,SAMN06027569,Scaffold,Methanosaeta sp. UBA204,na,full,GCA_002501765.1,GCA_002501765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/765/GCA_002501765.1_ASM250176v1,ASM250176v1
ASM250177v1,GCA_002501775.1,PRJNA348753,SAMN06027222,Contig,Candidatus Micrarchaeota archaeon UBA523,na,full,GCA_002501775.1,GCA_002501775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/775/GCA_002501775.1_ASM250177v1,ASM250177v1
ASM250180v1,GCA_002501805.1,PRJNA348753,SAMN06027477,Scaffold,Euryarchaeota archaeon UBA463,na,full,GCA_002501805.1,GCA_002501805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/805/GCA_002501805.1_ASM250180v1,ASM250180v1
ASM250184v1,GCA_002501845.1,PRJNA348753,SAMN06027587,Scaffold,Nitrososphaera sp. UBA217,na,full,GCA_002501845.1,GCA_002501845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/845/GCA_002501845.1_ASM250184v1,ASM250184v1
ASM250185v1,GCA_002501855.1,PRJNA348753,SAMN06027446,Scaffold,Nitrososphaeraceae archaeon UBA348,na,full,GCA_002501855.1,GCA_002501855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/855/GCA_002501855.1_ASM250185v1,ASM250185v1
ASM250188v1,GCA_002501885.1,PRJNA348753,SAMN06027290,Scaffold,Euryarchaeota archaeon UBA220,na,full,GCA_002501885.1,GCA_002501885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/885/GCA_002501885.1_ASM250188v1,ASM250188v1
ASM250196v1,GCA_002501965.1,PRJNA348753,SAMN06027063,Scaffold,Methanolinea sp. UBA286,na,full,GCA_002501965.1,GCA_002501965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/965/GCA_002501965.1_ASM250196v1,ASM250196v1
ASM250209v1,GCA_002502095.1,PRJNA348753,SAMN06027269,Scaffold,Euryarchaeota archaeon UBA62,na,full,GCA_002502095.1,GCA_002502095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/095/GCA_002502095.1_ASM250209v1,ASM250209v1
ASM250213v1,GCA_002502135.1,PRJNA348753,SAMN06027474,Scaffold,archaeon UBA543,na,full,GCA_002502135.1,GCA_002502135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/135/GCA_002502135.1_ASM250213v1,ASM250213v1
ASM250217v1,GCA_002502175.1,PRJNA348753,SAMN06027082,Scaffold,Euryarchaeota archaeon UBA19,na,full,GCA_002502175.1,GCA_002502175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/175/GCA_002502175.1_ASM250217v1,ASM250217v1
ASM250221v1,GCA_002502215.1,PRJNA348753,SAMN06027304,Scaffold,Euryarchaeota archaeon UBA124,na,full,GCA_002502215.1,GCA_002502215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/215/GCA_002502215.1_ASM250221v1,ASM250221v1
ASM250224v1,GCA_002502245.1,PRJNA348753,SAMN06027506,Scaffold,Methanoregula sp. UBA154,na,full,GCA_002502245.1,GCA_002502245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/245/GCA_002502245.1_ASM250224v1,ASM250224v1
ASM250229v1,GCA_002502295.1,PRJNA348753,SAMN06027158,Scaffold,Euryarchaeota archaeon UBA561,na,full,GCA_002502295.1,GCA_002502295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/295/GCA_002502295.1_ASM250229v1,ASM250229v1
ASM250236v1,GCA_002502365.1,PRJNA348753,SAMN06027596,Scaffold,Euryarchaeota archaeon UBA106,na,full,GCA_002502365.1,GCA_002502365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/365/GCA_002502365.1_ASM250236v1,ASM250236v1
ASM250260v1,GCA_002502605.1,PRJNA348753,SAMN06027161,Scaffold,Euryarchaeota archaeon UBA258,na,full,GCA_002502605.1,GCA_002502605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/605/GCA_002502605.1_ASM250260v1,ASM250260v1
ASM250262v1,GCA_002502625.1,PRJNA348753,SAMN06027303,Scaffold,Euryarchaeota archaeon UBA125,na,full,GCA_002502625.1,GCA_002502625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/625/GCA_002502625.1_ASM250262v1,ASM250262v1
ASM250268v1,GCA_002502685.1,PRJNA348753,SAMN06027571,Scaffold,Euryarchaeota archaeon UBA202,na,full,GCA_002502685.1,GCA_002502685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/685/GCA_002502685.1_ASM250268v1,ASM250268v1
ASM250270v1,GCA_002502705.1,PRJNA348753,SAMN06027043,Scaffold,Thermoplasmatales archaeon UBA582,na,full,GCA_002502705.1,GCA_002502705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/705/GCA_002502705.1_ASM250270v1,ASM250270v1
ASM250273v1,GCA_002502735.1,PRJNA348753,SAMN06027271,Scaffold,Methanoregula sp. UBA64,na,full,GCA_002502735.1,GCA_002502735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/735/GCA_002502735.1_ASM250273v1,ASM250273v1
ASM250278v1,GCA_002502785.1,PRJNA348753,SAMN06027408,Contig,Methanosaeta harundinacea,na,full,GCA_002502785.1,GCA_002502785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/785/GCA_002502785.1_ASM250278v1,ASM250278v1
ASM250285v1,GCA_002502855.1,PRJNA348753,SAMN06027541,Scaffold,Methanobacterium sp. UBA279,na,full,GCA_002502855.1,GCA_002502855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/855/GCA_002502855.1_ASM250285v1,ASM250285v1
ASM250296v1,GCA_002502965.1,PRJNA348753,SAMN06027527,Scaffold,Methanomassiliicoccaceae archaeon UBA381,na,full,GCA_002502965.1,GCA_002502965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/965/GCA_002502965.1_ASM250296v1,ASM250296v1
ASM250304v1,GCA_002503045.1,PRJNA348753,SAMN06027373,Scaffold,Euryarchaeota archaeon UBA39,na,full,GCA_002503045.1,GCA_002503045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/045/GCA_002503045.1_ASM250304v1,ASM250304v1
ASM250305v1,GCA_002503055.1,PRJNA348753,SAMN06027114,Scaffold,Euryarchaeota archaeon UBA86,na,full,GCA_002503055.1,GCA_002503055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/055/GCA_002503055.1_ASM250305v1,ASM250305v1
ASM250310v1,GCA_002503105.1,PRJNA348753,SAMN06027567,Scaffold,Methanomicrobiaceae archaeon UBA206,na,full,GCA_002503105.1,GCA_002503105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/105/GCA_002503105.1_ASM250310v1,ASM250310v1
ASM250313v1,GCA_002503135.1,PRJNA348753,SAMN06027568,Scaffold,Methanomicrobiaceae archaeon UBA207,na,full,GCA_002503135.1,GCA_002503135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/135/GCA_002503135.1_ASM250313v1,ASM250313v1
ASM250320v1,GCA_002503205.1,PRJNA348753,SAMN06027143,Scaffold,Thermoplasmatales archaeon UBA447,na,full,GCA_002503205.1,GCA_002503205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/205/GCA_002503205.1_ASM250320v1,ASM250320v1
ASM250328v1,GCA_002503285.1,PRJNA348753,SAMN06027275,Scaffold,Euryarchaeota archaeon UBA557,na,full,GCA_002503285.1,GCA_002503285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/285/GCA_002503285.1_ASM250328v1,ASM250328v1
ASM250339v1,GCA_002503395.1,PRJNA348753,SAMN06027267,Scaffold,Euryarchaeota archaeon UBA60,na,full,GCA_002503395.1,GCA_002503395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/395/GCA_002503395.1_ASM250339v1,ASM250339v1
ASM250354v1,GCA_002503545.1,PRJNA348753,SAMN06027457,Scaffold,Candidatus Methanomethylophilus sp. UBA78,na,full,GCA_002503545.1,GCA_002503545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/545/GCA_002503545.1_ASM250354v1,ASM250354v1
ASM250359v1,GCA_002503595.1,PRJNA348753,SAMN06027572,Scaffold,Methanosarcinales archaeon UBA203,na,full,GCA_002503595.1,GCA_002503595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/595/GCA_002503595.1_ASM250359v1,ASM250359v1
ASM250366v1,GCA_002503665.1,PRJNA348753,SAMN06027292,Scaffold,Euryarchaeota archaeon UBA222,na,full,GCA_002503665.1,GCA_002503665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/665/GCA_002503665.1_ASM250366v1,ASM250366v1
ASM250370v1,GCA_002503705.1,PRJNA348753,SAMN06027501,Scaffold,Candidatus Woesearchaeota archaeon UBA153,na,full,GCA_002503705.1,GCA_002503705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/705/GCA_002503705.1_ASM250370v1,ASM250370v1
